doc,w,target,pos,year,mop_id,file_path,lemmas,gender,party_abbrev,z
153,inte borde vänta sig att massmedia skulle fungera som något folkuniversitet,massmedia,5,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--121.xml,mass,man,C,1
154,och direktionens uttalande till svenska massmedia har väckt stor oro hos,massmedia,5,1979,karin_andersson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--121.xml,mass,,,2
155,all förhandsgranskning och skyddet för massmediernas nyhetskällor det skyddet är redan,massmediernas,5,1979,maja_backstrom_d15fb1,../riksdagen-corpus/corpus/197980/prot-197980--96.xml,mass,woman,S,3
156,få ett riktigt genomslag i massmedia så strök olof palme sitt,massmedia,5,1979,olof_palme_3e06b6,../riksdagen-corpus/corpus/197980/prot-197980--96.xml,mass,man,S,2
157,i massmedia har på sistone funnits uppgifter,massmedia,1,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--96.xml,mass,,,2
158,bildar handelsbolag har förekommit i massmedia under den senaste tiden av,massmedia,5,1979,anna_eliasson_6673cf,../riksdagen-corpus/corpus/197980/prot-197980--69.xml,mass,woman,C,2
159,dag har det ju via massmedia framkommit att riksskatteverket kommer att,massmedia,5,1979,ingvar_carlsson_ef4964,../riksdagen-corpus/corpus/197980/prot-197980--69.xml,mass,man,S,2
160,har framkommit från riksskatteverket via massmedia till alla de människor som,massmedia,5,1979,ingvar_carlsson_ef4964,../riksdagen-corpus/corpus/197980/prot-197980--69.xml,mass,man,S,2
161,de ansvariga på försäkringsområdet via massmedia reagerat mycket kraftigt det är,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--69.xml,mass,,,4
162,har också denna vecka i massmedia fått uppgifter om att ca,massmedia,5,1979,sten_svensson_cb2571,../riksdagen-corpus/corpus/197980/prot-197980--41.xml,mass,man,M,2
163,representation i samhällsorgan och folkrörelser massmedia har ett alldeles speciellt ansvar,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,,,3
164,skedde efter ett tioårigt utredningsarbete massmedia fixerade års riksdagsbeslut kring mellanölsfrågan,massmedia,5,1979,rune_gustavsson_845801,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,C,2
165,glädjande nog talas det i massmedia i dag i klarspråk om,massmedia,5,1979,rune_gustavsson_845801,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,C,2
166,pekar i sitt svar på massmedia och säger att massmedia inte,massmedia,5,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,S,4
167,på massmedia och säger att massmedia inte minst televisionen har ett,massmedia,5,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,S,4
168,för sig problemens omfattning måste massmedia vara med som thure jadestig,massmedia,5,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,S,3
169,svar pekar karin söder på massmedias ansvar jag vill då erinra,massmedias,5,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,L,3
170,för upplysningsverksamhet i skolan och massmedia kan socialministern finna någon väg,massmedia,5,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,L,4
171,bör kunna hoppas på att massmedia tar upp den debatt som,massmedia,5,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,L,1
172,spritts under flera decennier av massmedia och andra har inneburit ett,massmedia,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,woman,C,3
173,på är socialministerns framhållande av massmedias och bl a televisionens ansvar,massmedias,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,woman,C,3
174,bl a televisionens ansvar att massmedia har ett stort ansvar är,massmedia,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,woman,C,4
175,måndagen den när det gäller massmedia behöver jag här inte ge,massmedia,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,woman,C,2
176,in på att förklara december massmedias frihet att själva bestämma vilket,massmedias,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,woman,C,4
177,under den här hösten har massmedia ägnat den om åtgärder mot,massmedia,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,woman,C,1
178,problemen i samhället därmed har massmedia framför allt tidningarna i hög,massmedia,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,woman,C,1
179,önskade att detta skulle understrykas massmedias frihet känner man väl till,massmedias,5,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,L,4
180,synpunkter just för att understryka massmedias roll socialministern nämnde att man,massmedias,5,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,L,4
181,benägenhet i dagens samhälle från massmedia och från allmänheten att betrakta,massmedia,5,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--54.xml,mass,man,V,1
182,frågan har tagits upp i massmedia vid efterforskning har det visat,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--40.xml,mass,,,2
183,maggiorapporten från enligt uppgifter i massmedia har den dåvarande svenska regeringen,massmedia,5,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--40.xml,mass,,,2
184,svenska företagarna som arbetar i massmedias och ibland i politikens motvind,massmedias,5,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--97.xml,mass,man,V,3
185,grundlagsskyddet för yttrandefriheten i andra medier än tryckta skrifter skall kunna,medier,5,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml,medi,woman,L,0
186,skall kunna förstärkas bland de medier som är aktuella kan nämnas,medier,5,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml,medi,woman,L,4
187,straffbara när de begås i massmedier på en punkt skall kommittén,massmedier,5,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml,mass,woman,L,1
188,också vad det gäller andra medier än film t ex tryckta,medier,5,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml,medi,woman,L,0
189,och det inte bara i massmedia det förlag som ger ut,massmedia,5,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml,mass,woman,L,3
190,i skrift bild eller andra medier som de vill ta del,medier,5,1979,karin_ahrland_af4d8e,../riksdagen-corpus/corpus/197980/prot-197980--97.xml,medi,woman,L,0
191,tv det har framgått av massmedia att den som inte ägnar,massmedia,5,1979,gunnar_olsson_cfa2f8,../riksdagen-corpus/corpus/197980/prot-197980--120.xml,mass,man,S,3
192,litet konfunderade av uppgifter i massmedia om resultatet av provtaxeringar i,massmedia,5,1979,christer_nilsson_e13b33,../riksdagen-corpus/corpus/197980/prot-197980--120.xml,mass,man,S,2
193,noterat en del siffror i massmedia som har sett dramatiska ut,massmedia,5,1979,christer_nilsson_e13b33,../riksdagen-corpus/corpus/197980/prot-197980--120.xml,mass,man,S,2
194,på senare tid uppmärksammats i massmedia jag syftar på den terror,massmedia,5,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--120.xml,mass,,,2
195,hörnlund i tv och andra massmedia uttryckt sin ilska över regeringens,massmedia,5,1979,borje_hornlund_92f880,../riksdagen-corpus/corpus/197980/prot-197980--134.xml,mass,man,C,1
196,föranledd av ett uttalande i massmedia enligt det uttalandet hävdade statsrådet,massmedia,5,1979,margot_wallstrom_a412db,../riksdagen-corpus/corpus/197980/prot-197980--108.xml,mass,woman,S,4
197,om det här uttalandet i massmedia kan jag i varje fall,massmedia,5,1979,ralf_lindstrom_69751b,../riksdagen-corpus/corpus/197980/prot-197980--108.xml,mass,man,S,2
198,kraftig press från opinionsgrupper och massmedia och mot bakgrund av starka,massmedia,5,1979,kurt_hugosson_1e2b84,../riksdagen-corpus/corpus/197980/prot-197980--108.xml,mass,man,S,1
199,lika väl som jag följt massmedia och läst om de konsekvenser,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--108.xml,mass,,,2
200,tillfälle på stockholms handelskammare enligt massmedia sagt att svartåkning kan leda,massmedia,5,1979,bertil_jonasson_1551b4,../riksdagen-corpus/corpus/197980/prot-197980--108.xml,mass,man,C,4
201,sätt så att medborgarna och massmedia förhoppningsvis inte skall upptäcka det,massmedia,5,1979,kjell_a_mattsson_104801,../riksdagen-corpus/corpus/197980/prot-197980--56.xml,mass,man,C,4
202,val i en rad internationella massmedia som har hög trovärdighet har,massmedia,5,1979,oswald_soderqvist_908f6a,../riksdagen-corpus/corpus/197980/prot-197980--56.xml,mass,man,V,2
203,stor utsträckning har förekommit i massmedia under hösten praktiskt taget samtliga,massmedia,5,1979,lennart_pettersson_a9b09f,../riksdagen-corpus/corpus/197980/prot-197980--56.xml,mass,man,S,2
204,ju per ahlmark osedvanligt många media att komma till tals i,media,5,1979,margit_odelsparr_5d74f2,../riksdagen-corpus/corpus/197980/prot-197980--42.xml,medi,woman,C,4
205,uppgifter som förekommit i vissa massmedia och som kjellolof feldt upprepade,massmedia,5,1979,kjell-olof_feldt_0b7dd7,../riksdagen-corpus/corpus/197980/prot-197980--94.xml,mass,man,S,2
206,regerings verks landstingsoch kommunnivå stimuleras massmedia och folkrörelseorganisationerna kan på detta,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--137.xml,mass,,,4
207,i kammaren och i våra massmedia den diskussionen hänger givetvis ihop,massmedia,5,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--137.xml,mass,man,M,1
208,i regeringskretsen eller i svenska massmedia och det har sin speciella,massmedia,5,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--137.xml,mass,man,M,1
209,förnyad information i bl a massmedia och organisationer om rökningens skadeverkningar,massmedia,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,mass,man,S,2
210,bra filmen är ett rikt medium som i dag i alldeles,medium,5,1979,karl-eric_norrby_02e3ec,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,medi,man,C,3
211,i fråga om alla de medier som kan ha särskild betydelse,medier,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,medi,man,S,4
212,möjligheter att kräva självsanering av massmedia särskilt av dem som har,massmedia,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,mass,man,S,1
213,friskhet omkring sig där har massmedia skolor samfund föreningar och kommuner,massmedia,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,mass,man,S,4
214,analysera mediautvecklingen och de nya mediernas egenskaper och möjligheter med de,mediernas,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,medi,man,S,0
215,nya medierna avsåg vi de medier som videotekniken ger oss i,medier,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,medi,man,S,0
216,av videogramteknikerna på grund av mediernas karaktär storleken av de ekonomiska,mediernas,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,medi,man,S,0
217,nästan rörande ordalag beskrivs detta medium som något slags ny massmedial,medium,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,medi,man,S,3
218,medium som något slags ny massmedial undermetod som man måste skydda,massmedial,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,mass,man,S,3
219,videogram i jämförelse med andra media som centerpartisterna gör är att,media,5,1979,georg_andersson_4218b0,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,medi,man,S,4
220,i motion är filmen ett medium med stor genomslagskraft som attitydpåverkare,medium,5,1979,ing-marie_hansson_797c12,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,medi,woman,S,3
221,att just filmbranschen och andra massmediala branscher med deras stora ekonomiska,massmediala,5,1979,ing-marie_hansson_797c12,../riksdagen-corpus/corpus/197980/prot-197980--123.xml,mass,woman,S,3
222,någonting som jag tycker att massmedia har anledning att uppmärksamma man,massmedia,5,1979,jorn_svensson_f012c5,../riksdagen-corpus/corpus/197980/prot-197980--150.xml,mass,man,V,2
223,förorsakad av sjukvårdsministerns framträdande i massmedia med påståenden om att man,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--150.xml,mass,,,1
224,andra sammanhang inte minst i massmedia och på andra håll uppmärksamheten,massmedia,5,1979,eva_hjelmstrom_10655d,../riksdagen-corpus/corpus/197980/prot-197980--30.xml,mass,woman,V,1
225,enligt massmedia synes lagtillämpningen när det gäller,massmedia,1,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--30.xml,mass,,,2
226,en fråga om tillträde till media härvidlag råder det sannerligen ingen,media,5,1979,olle_svensson_d4f3fb,../riksdagen-corpus/corpus/197980/prot-197980--18.xml,medi,man,S,3
227,tvivel utjämnande mellan partierna dessa medier når en stor del av,medier,5,1979,olle_svensson_d4f3fb,../riksdagen-corpus/corpus/197980/prot-197980--18.xml,medi,man,S,0
228,myndighetsverk socialstyrelsen och skolöverstyrelsen och massmedia uppehåller sig i regel vid,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml,mass,,,1
229,har att brottas med är massmedias behandling av alkoholfrågan sedan en,massmedias,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml,mass,,,3
230,glädjande och jag hoppas att massmedia här känner sitt ansvar massmedias,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml,mass,,,4
231,massmedia här känner sitt ansvar massmedias referat av den alkoholpolitiska debatten,massmedias,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml,mass,,,3
232,riksdagsledamöter röstade var det som massmedia fixerade sig vid den socialdemokratiska,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml,mass,,,4
233,i alkoholfria miljöer detta sade massmedia inte mycket om för någon,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--19.xml,mass,,,2
234,grad även politikerna arbetsgivarna arbetstagarorganisationerna massmedia och menige man datatekniken utvecklas,massmedia,5,1979,magnus_persson_c2ae69,../riksdagen-corpus/corpus/197980/prot-197980--19.xml,mass,man,S,4
235,som kommer till uttryck i massmedia däribland industriministerns egna uttalanden t,massmedia,5,1979,arne_lindberg_0dc0ba,../riksdagen-corpus/corpus/197980/prot-197980--25.xml,mass,man,C,4
236,uppgifter som har förekommit i massmedia planeras nu från socialstyrelsens sida,massmedia,5,1979,maj_britt_theorin_4f3865,../riksdagen-corpus/corpus/197980/prot-197980--31.xml,mass,woman,S,2
237,uppsöker gärningsmannen enligt en i massmedia nyligen presenterad rapport förhållandevis ofta,massmedia,5,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--145.xml,mass,,,2
238,stor fråga inte minst i massmedia i norrbotten eftersom läget hela,massmedia,5,1979,thage_peterson_1bf890,../riksdagen-corpus/corpus/197980/prot-197980--147.xml,mass,man,S,1
239,när det har publicitetsintresse för massmedia men de arbetslösa går ju,massmedia,5,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--147.xml,mass,man,V,3
240,har flera fall uppmärksammats i massmedia där invandrare under upprörande former,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--27.xml,mass,,,2
241,som anförts från centerhåll i massmedia gör att många säkerligen ställer,massmedia,5,1979,kjell_a_mattsson_104801,../riksdagen-corpus/corpus/197980/prot-197980--33.xml,mass,man,C,1
242,detta på olika sätt i massmedia i visor och melodier men,massmedia,5,1979,tore_claeson_1ec330,../riksdagen-corpus/corpus/197980/prot-197980--33.xml,mass,man,V,3
243,tagit del av åtskilligt i massmedia men herr talman jag vill,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--32.xml,mass,,,2
244,ju också enligt uppgifter i massmedia aviserat ett förbud i god,massmedia,5,1979,bertil_zachrisson_ade71c,../riksdagen-corpus/corpus/197980/prot-197980--26.xml,mass,man,S,2
